domain,intent,utterance
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'avís de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'avís de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatge de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'missatges de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificacions de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'notificació de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'so de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega l'sons de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avisos de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la avís de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge a l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge d'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'estar llest"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'estar preparat"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatge de l'inici"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'a punt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'càrrega"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'engegada"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'estar apunt"
skill-ovos-boot-finished.openvoiceos,"enable_ready_notification.intent","engega la missatges a l'estar llest"
